name,room_type,price,minimum_nights,number_of_reviews
Luxe  Spacious 2BR 2BA Nr Trains,Entire home/apt,260,30,3
City Room - Street View Apt,Entire home/apt,143,1,128
Forest Hills Apt minutes to midtown Manhattan,Entire home/apt,105,3,33
Time Square  Shared APT.,Private room,61,7,74
Perfect Williamsburg Summer Haven,Entire home/apt,128,2,15
Midtown cozy convenient,Private room,68,4,132
Prime Williamsburg Apartment,Entire home/apt,250,5,27
Private  spacious room in Brooklyn,Private room,50,30,290
Garden apartment close to Manhattan,Entire home/apt,170,3,99
Heart of Chelsea,Entire home/apt,132,5,10
Historical home w/ exceptional space  light & art,Entire home/apt,250,4,19
Beautiful & Quiet Williamsburg Apt,Entire home/apt,100,2,104
Sunny and Spacious Designer's Home,Entire home/apt,100,6,9
Spacious Sunny  private one bedroom,Entire home/apt,73,21,77
Truly Amazing Oasis In The City,Entire home/apt,249,3,172
Holiday Time in NY - Oh My!!,Private room,58,2,115
East Village Charmer,Entire home/apt,225,2,78
Affordable Furnished Apartment,Entire home/apt,116,3,263
Architect's Brownstone,Entire home/apt,900,1,35
LUXURY SOHO 2 Bedroom Apt,Entire home/apt,375,3,18
EAST VILLAGE STUDIO  sunny & quiet,Entire home/apt,100,4,22
LUXURY OF THE HORIZON,Entire home/apt,259,8,20
1 Bdrm in 4 Bdrm dupelx/roof deck,Private room,67,1,34
The Heart of Prime Williamsburg,Entire home/apt,145,7,8
Cozy 2 Bedroom with Private Garden,Entire home/apt,95,6,3
NYC - Sunny Greenwich Village 1br,Entire home/apt,175,3,18
Garage Designer Loft,Entire home/apt,250,1,78
Best City Area Columbia U Upper West Side C Park,Entire home/apt,150,2,216
Your own apartment off Park Avenue,Entire home/apt,250,4,0
Artistic Couples Retreat,Entire home/apt,114,2,248
Lower East Side 2 Bed Apt.,Entire home/apt,300,4,27
Sunlit 1 bedroom apt: Williamsburg  Brooklyn,Entire home/apt,155,30,17
Clean Astoria-Private Home NYC,Entire home/apt,129,2,457
BIG  COMFY   PRIV. ROOM  BIG APT  YARD  GREAT LOC.,Private room,87,2,8
Park Slope Apartment,Entire home/apt,150,2,0
City Room - Semi Private Bedroom,Private room,58,3,124
Cozy apartment in a brownstone,Entire home/apt,300,2,230
Private E. Village Townhouse Stay,Private room,175,3,184
Harlem/Hamilton Heights Cozy Room,Private room,75,7,38
Incredible Prime Williamsburg Loft!,Entire home/apt,250,14,40
Large  Loft Style  Studio  Space,Entire home/apt,66,60,91
Hancock Town House!-Stuyvesant Mews,Private room,165,1,27
Entire Apt in Heart of Williamsburg,Entire home/apt,94,5,134
Nice  cozy  neat apt Greenpoint BK,Entire home/apt,130,5,4
PRIVATE and SUNNY Williamsburg Apt!,Entire home/apt,139,2,439
Purple Room for 2/3 in brownstone $1450 per month,Private room,87,2,76
