name,room_type,price,minimum_nights,number_of_reviews
Sunny Garden Studio,Entire home/apt,84,2,337
Buckman Garden Suite,Entire home/apt,111,2,206
Saul Zaik Treehouse!,Private room,195,1,501
Private 2 BD Apartment in Hawthorne Neighborhood,Entire home/apt,125,2,150
IRVINGTON urban RETREAT,Entire home/apt,122,2,96
Sellwood Luxury Studio Home,Entire home/apt,80,2,127
North Tabor Charming and Restful,Private room,86,2,21
Beautiful Downtown Portland Condo,Entire home/apt,110,30,34
New Cozy Basement Suite  Private Entry  Hawthorne,Entire home/apt,90,1,498
Sweet Little Shared Room Too,Shared room,24,1,464
Sweet little shared room,Shared room,25,1,414
Cozy Bungalow in Historic Ladd's Addition,Entire home/apt,160,2,66
Cheerful  perfectly Portland!  (2bd) L2,Entire home/apt,100,14,69
Comfortable  on a hill  steps to OHSU,Entire home/apt,59,30,151
Handbuilt Alberta Arts Cottage,Entire home/apt,165,2,423
Cozy 1 Bdrm In Popular SE Hawthorne,Entire home/apt,85,2,128
1 bedroom lovely daylight basement,Private room,300,30,15
The Green Door Garden Cottage,Entire home/apt,98,2,253
Inner SE Div/Clinton Modern/Private 5-Star APT,Entire home/apt,57,1,541
Cozy space in finished basement,Private room,55,2,232
Storybook Cottage with Beautiful Landscaping & Private Deck,Entire home/apt,215,2,198
Sweet Suite in Alberta Neighborhood,Entire home/apt,78,2,293
NW Portland One Bedroom Oasis,Entire home/apt,120,30,224
Charming Four Square.   Pet friendly.,Entire home/apt,235,2,7
Lawn  patio  garden  and pet friendly,Entire home/apt,103,1,131
Casa Mágica,Entire home/apt,101,1,176
Classic Portland Bungalow Basement Apartment,Entire home/apt,71,4,83
The Roseway Art Lodge  Private  Kitch  10MINPDX,Entire home/apt,70,1,254
Alberta hideaway,Entire home/apt,65,2,47
Elegant/Industrial Wine Cellar Vibe,Entire home/apt,180,30,13
PICTURE THIS!! Take home memories made here!,Entire home/apt,103,2,103
Welcome to the Big Yellow House 2,Private room,70,3,51
Private Guest Suite for 1 or 2.,Entire home/apt,54,1,317
Sunny 2BR Mt Tabor home★ Hood View★Montavilla Walk,Entire home/apt,107,1,53
 The Getaway  modern cottage SE Portland Division,Entire home/apt,126,3,192
Craftsman Charmer in Great Location,Entire home/apt,93,1,334
Irvington Carriage House Studio with Outdoor Sauna,Entire home/apt,95,2,246
Portland Belmont House—Bird’s Nest,Entire home/apt,122,1,144
Spacious 1 BR in hip cool NEPO,Private room,72,30,405
Beautiful Treetop Loft,Entire home/apt,80,2,308
Charming Victorian in SE Clinton,Private room,72,2,108
Updated Mid Century Modern Close-In,Entire home/apt,300,4,10
Pleasant 1BR in hip cool NEPO,Private room,62,30,385
The Petite Bali 1BR The Hip and Cool NEPO,Private room,62,30,414
Comfy Bed in Hip NE-Walk to Moda / Convention Cntr,Private room,99,1,322
Downtown  Nest,Entire home/apt,85,30,21
Private Room with Own Bath and Access to Ammenties,Private room,29,2,51
