name,room_type,price,minimum_nights,number_of_reviews
Amazing 1BR / 1.5 Ba in Iconic Bldg,Entire home/apt,349,3,39
Spacious suite near CTA/orange line  McKinley Park,Entire home/apt,45,2,79
Stylish 1BD Coach House in the city,Entire home/apt,93,3,135
Beautiful grand home by Downtown,Private room,86,2,260
Extended Stay Business  2 bedroom 2 Bath Balcony,Entire home/apt,200,60,3
#44 Loyola U  Northwest U. Beach,Entire home/apt,140,2,51
05b. Queen futon in Common Room,Shared room,18,1,153
Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,Entire home/apt,181,1,8
1BD Suite @ The Guesthouse Hotel(2),Private room,219,3,5
2BD Suite @The Guesthouse Hotel (2),Private room,399,3,18
Lakeview Charmer -with parking!,Entire home/apt,122,2,217
NEW Roscoe Village Cubs  Pvt Bath  Pvt Entrance,Private room,59,2,369
Perfect Family-friendly house,Entire home/apt,450,3,21
Cozy 2 Bedroom Garden Apartment,Entire home/apt,119,2,46
Entire 2 bdrm english garden apt*block 2trains&I94,Entire home/apt,66,30,6
Light-Filled Condo near Wicker Park with City Views,Entire home/apt,143,1,144
Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,Entire home/apt,159,2,18
Apartment w/ private parking,Entire home/apt,130,3,63
★MUST LOCATION 2 BEDROOMS + 2 BATH FANTASTIC VIEW★,Entire home/apt,175,60,14
Granville Guest Suite,Private room,90,1,59
Private Room One block from blue line,Private room,51,1,153
Upscale Condo in the Heart of West Town,Entire home/apt,298,2,75
Cozy Humbolt Park Apt  Minutes to Downtown Chicago,Entire home/apt,77,3,201
Lovely + Spacious Boulevard Room,Private room,129,2,18
