name,room_type,price,minimum_nights,number_of_reviews
Eastside Private Studio,Entire home/apt,86,2,347
Backyard Cottage in Central Austin,Entire home/apt,90,1,951
Blue Room Downtown Mansion,Private room,149,3,89
Central | Private Pool | 5 bed/4 bath house.,Entire home/apt,886,2,12
SXSW Casita East Austin near Downtown & Airport!,Entire home/apt,220,3,3
Spacious 3/2 House  10min to Dwntwn,Entire home/apt,198,2,146
Downtown Austin Condo,Entire home/apt,74,1,677
Modern Townhome  Heart of SoLa  Room B,Private room,122,2,113
Room available in Gorgeous Condo,Private room,519,360,0
Immaculate suite 10 minutes to downtown Austin,Private room,200,1,202
Spacious  Contemporary  Comfy Home,Entire home/apt,399,2,71
Welcoming Austin Home with Tons of Outdoor Space,Entire home/apt,400,30,201
SXSW Craftsman Cottage,Entire home/apt,1280,3,4
Casa de Desai Large Master Bedroom!,Private room,105,30,17
Entire home/apt in Austin for SXSW,Entire home/apt,240,1,0
Quirky East Austin Townhome Steps From Rainey Street,Entire home/apt,286,2,229
